maritime_area,registration_number,imo_number,ship_name,callsign,mmsi,shiptype,length,tonnage,tonnage_unit,materiel_onboard,atis_code,radio_license_status,date_first_license,date_inactivity_license
GV,642594X,,L ATLANTIQUE,FHVX,228333000,FISHING,16.6,41.99,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,27/04/1988,
NO,731276R,,YOUL VAT,FI5057,227573960,FISHING,11,11,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,30/05/1988,
MX,738306G,,LE GAELIK I,FVHR,227127900,FISHING,15.95,52.08,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,25/07/1988,
SN,691909A,,LE JOKER,FHZM,228259000,FISHING,16.11,49.98,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,26/07/1988,
MX,686424N,,NOTRE DAME DE KERIZINEN II,FHST,227820000,FISHING,23.93,176.81,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,21/06/1988,
GV,639709L,,PAX VOBIS,FHVW,228158000,FISHING,22.05,91,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,25/05/1988,
LO,683462U,,ARIN,FHVD,228904000,FISHING,24.44,180.97,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,23/02/1988,
SM,497390S,,AR GOELL,FQDE,228621000,PLEASURE CRAFT,11,15,UMS,VHF ASN - VHF PORTATIVE,,ACTIVE,08/07/1988,
LS,719993B,,LE NATIF II,FKVW,228131600,FISHING,16.5,49,TX,VHF - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,22/02/1988,
LO,686455X,,LE BREIZH,FHSZ,227118700,FISHING,16,48,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,INACTIVE,02/06/1988,23/01/2017
SN,642599C,,NEPTUNE III,FVFJ,227844000,FISHING,19.2,95,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,10/05/1988,
LR,685911F,,L'OMERTA,FHXG,227903000,FISHING,18.46,61.41,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,INACTIVE,01/04/1988,03/01/2017
NA,723914N,,LA GUIFETTE,FI7517,227006040,BULK,10.93,17.97,TX,VHF - VHF ASN - AIS - RADAR 9 PAN (BANDE X),,ACTIVE,28/11/1988,
NA,565102S,,ANDRE GENDRE,FS6044,227004860,BULK,70,442.08,TX,VHF - VHF ASN - VHF PORTATIVE - VHF - UHF,,ACTIVE,25/04/1989,
##,P015444F,,INTRAITABLE,FM6707,226002760,RIVER SHIP,22,,TX,VHF - AIS - RADAR 9 PAN (BANDE X),9 227 13 6707,ACTIVE,14/02/1989,
SN,683475H,,LA COLOMBINE,FVGA,227866000,FISHING,22.55,69.22,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,29/07/1988,
AY,750694X,,PERZEL II,FI8727,227567680,FISHING,11,9,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,19/12/1988,
GV,642411Y,,AR ZANTEZ,FHIH,228946000,FISHING,20.4,72.08,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,15/01/1989,
AD,707950L,,AVENIR DU MOUSSE,FGSO,227127200,FISHING,9,8,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,03/02/1989,
PL,726662A,,MARANELLO,FVQH,228321000,FISHING,24.44,120,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,27/02/1989,02/03/2016
SM,713661U,,L'EMERAUDE I,FHUH,227940000,FISHING,15.95,70.44,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,27/09/1988,
MX,642962X,,KALICOBA,FVXW,228917000,FISHING,15.85,49.07,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,20/04/1989,
LO,686425P,,P TIT JUL II,FVJA,227109900,FISHING,15,48,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,21/10/1988,
LS,684904L,,ABLETTE,FHNG,227309000,FISHING,24.95,178.91,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,01/01/1989,
BA,684536L,,MAGELLAN,FHUY,227310000,FISHING,24.95,151,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/01/1989,
SN,685785U,,MAGAYANT,FHZK,227860000,FISHING,22.8,92.65,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,01/01/1989,
GV,385555G,,LISANAIS,FO4876,227319570,FISHING,13.92,29.96,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,07/03/1988,
CC,176298D,,LYCIA,FO3848,228208800,FISHING,15,29,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,01/05/1980,
GV,730407W,,ALPHAVER,FVXS,227314000,FISHING,20.55,76.16,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,13/03/1989,
GV,365109H,,LA SARDANE,FO4883,227318010,FISHING,15.75,29.52,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/03/1989,
AC,716561W,,SOUVENIR,FI8100,228008900,FISHING,15.95,33,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,05/10/1988,
GV,730406V,,MAB AN TARZ,FVXX,228945000,FISHING,16.6,45,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,11/05/1989,
BR,732251A,,ROC H AVEL,FI7135,227322670,FISHING,8.95,9.91,TX,VHF ASN - BALISE COSPAS S.  EPIRB,,ACTIVE,11/08/1988,
CN,642961W,,MALUHEL,FVQE,227857000,FISHING,15.8,49.07,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,22/03/1989,
LO,683453J,,CLAUDE MOINIER II,FHQI,227909000,FISHING,32,226,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,18/11/1988,
MX,425299G,,P'TITE FLEUR BLEUE,FHZT,228287000,FISHING,11.97,19.66,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,12/10/1988,
BR,637458P,,AR BLEIZ,FH5524,227315110,FISHING,8.86,6.14,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,04/02/1989,
GV,730410Z,,HENT AN HEOL,FVXU,228954000,FISHING,20.4,113.34,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,06/04/1989,
AY,750714U,,LE TRISKELL,FHZU,228813000,FISHING,15,38,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,INACTIVE,08/12/1988,12/02/2016
LO,730415E,,VIRIATO PRIMERO,FVQL,228339000,FISHING,22.4,84.75,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,09/06/1989,
BR,707569X,,MANEVAI,FS2004,227504120,PLEASURE CRAFT,13,19,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,19/07/1989,
AC,719738Z,,EXCALIBUR II,FVKU,228249000,FISHING,17,65,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,26/06/1989,
SB,711681S,,BOREE AL,FVNO,227558000,FISHING,22.5,190.3,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,26/05/1989,
CH,518388R,,SOUVIENS TOI,FPYC,228326000,FISHING,23,107.56,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,15/02/1989,
GV,716633Z,,BASSE GOUACH,FG2780,227635680,FISHING,15.9,37.36,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,13/06/1989,
GV,642963Y,,RISTEN,FVXV,228842000,FISHING,15.8,49.07,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,30/05/1989,
GV,614064L,,L'OKEANOS,FHLC,228910000,FISHING,14.4,24.86,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,19/05/1989,
SN,686635T,,LA MORDOREE,FGIA,228248000,FISHING,16.5,49,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,24/05/1989,
BA,686638W,,IBARDIN,FVQO,227570000,FISHING,34.96,389,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,16/06/1989,
GV,726559N,,LAURA,FGAV,227411000,FISHING,22.85,92.65,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,04/08/1989,
LR,683454K,,NOTRE DAME CEDEIRA,FHQH,227344000,FISHING,32,273,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,21/07/1989,
GV,730703T,,COPPELIA,FVXJ,228236000,FISHING,20.4,73.4,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,05/12/1989,
YE,424891N,,INSULA OYA 2,FUKI,227004900,PASSENGERS SHIP,48.98,733,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - VHF AERO - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,01/03/1982,
GV,730423N,,AVEL AN HEOL,FGPA,228925000,FISHING,15,44,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,04/01/1990,
GV,642958T,,SEXTANT,FVNU,228919000,FISHING,15.85,42.7,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,04/01/1990,
NA,547797G,,COLVERT,FS5824,227095650,BULK,11.98,24.92,TX,VHF - VHF ASN - AIS - RADAR 9 PAN (BANDE X),,ACTIVE,09/02/1989,
SB,773820J,,LE JACK'S,FG8290,227667550,FISHING,10.36,9.97,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,09/01/1990,
LO,759113Y,,LA TOUR D'AUVERGNE,FGLU,228874000,FISHING,18,64,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,INACTIVE,19/01/1990,02/01/2017
LO,752221G,,LES MENHIRS,FGJI,228138000,FISHING,18.5,61,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,29/09/1989,
MX,300136K,,CHIKOLODEN,FG7769,227690560,FISHING,9,9.06,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/02/1990,
CH,711789J,,LES HANOIS,FGCG,228323000,FISHING,24.83,136,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/02/1990,
RI,748443A,,TARA,FVNM,226070000,BULK,35.98,167,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,25/04/1989,
SM,730419J,,CLEMENT THOMAS ELENA,FGJL,228337000,FISHING,15.98,46.96,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,09/09/1989,
BR,155922F,,ASTA BUEN,FO8479,227569380,FISHING,9.8,9.98,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 3 PAN (BANDE S),,ACTIVE,01/05/1977,
LO,429803C,,FLEUR DES VAGUES,FPEJ,227893000,FISHING,15.3,29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,14/04/1989,
GV,655090E,,TRUGAREZ MAMM,FH2991,227521960,PLEASURE CRAFT,11,13,UMS,VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,29/01/1985,
BR,267927A,,STRINKEREZ DOUR,FT3364,227641020,FISHING,8.06,5.04,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,29/08/1989,
LS,720667J,,ARMANDECHE,FGLQ,228184000,FISHING,18.18,69.18,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,26/10/1989,
BR,253254B,,RARA AVIS,FO5984,227536950,PLEASURE CRAFT,30,134,UMS,VHF ASN - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,11/07/1989,
BR,558991Z,,BEL ESPOIR 2,FVJB,227704000,PLEASURE CRAFT,27,106,UMS,VHF - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,11/07/1989,
AD,584999U,,AMIRAL AMMAN SNS 068,FG7455,227004570,BULK,17.6,33.96,TX,VHF - VHF ASN - VHF PORTATIVE - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,17/11/1989,
BR,426494F,,EURVAD,FG7438,227762340,FISHING,8.1,3.19,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,25/08/1989,
BR,407014G,,ATAO,FG4485,227631770,FISHING,8.9,6.27,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,06/09/1989,
BA,278969C,,KERSINY,FZYC,227412000,FISHING,24.5,157,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,12/04/1989,
BA,185147X,,LE STIFF,FTMJ,228858000,FISHING,31.85,230,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,06/09/1989,
BR,554149L,,MAB BIEL,FH3984,227681710,FISHING,8.55,5.69,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,23/04/1985,
IO,544899G,,FISHER GOLF,FUGD,228239000,FISHING,18.36,113.81,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,11/12/1989,
LO,686894Z,,REINE DE LA MER,FGIL,227806000,FISHING,17,49.63,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,27/11/1989,
YE,425333U,,CALEBARIAN,FVXO,227834000,FISHING,22.4,87.42,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,02/03/1990,
IO,752720Z,,BIENVENUE,FGFD,228189000,FISHING,17.18,97,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,21/05/1990,
LO,722249D,,VIRGINIE,FGEP,227590000,FISHING,19,72,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,12/03/1990,
BR,331229G,,L ODYSSEE,FG9533,227640710,FISHING,8.01,4.42,TX,VHF ASN - BALISE COSPAS S.  EPIRB,,ACTIVE,21/04/1990,
MN,783817A,,AMIRAL DE CASTELBAJAC,FG8078,227003880,BULK,13.26,27.61,TX,VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,28/04/1990,
BR,156675Z,,TRISKEL,FS2802,227625440,FISHING,8.2,6.66,TX,VHF ASN - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/08/1988,
LO,686705U,,KEROULAN,FGIP,228394000,FISHING,24.83,147.47,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,03/04/1990,
RI,755392D,7932214,LANGEVIN,FGBP,227148000,OTHER,66.14,1615,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - LRIT - SSAS INMARSAT - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,15/05/1990,
MX,750351Z,,OUTSIDER,FGCM,227581000,FISHING,15.9,49,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/06/1990,
LO,763742E,,MEN GWEN,FGPU,227481000,FISHING,15.82,58.19,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,30/04/1990,
SN,730720L,,SAMANA,FGSN,227317000,FISHING,22.8,90.8,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,27/02/1992,
GV,726519V,,L'OASIS,FGXT,228264000,FISHING,15.9,42.86,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,18/01/1990,
BR,741373R,,MYTILUS,FG8249,227696930,BULK,19.37,26,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,28/02/1990,
BR,741356X,,MYSS,FG8851,227597130,BULK,20,22,TX,VHF ASN - BALISE COSPAS S.  EPIRB,,ACTIVE,18/04/1990,
GV,730701R,,LOKTUDI,FGQJ,228376000,FISHING,16.95,50,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,04/09/1990,
BR,732996K,8716071,L'ATALANTE,FNCM,227222000,OTHER,84.6,3559,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,20/08/1990,
LO,766836T,,MAGALI,FGIW,228135000,FISHING,17.52,61.09,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,04/09/1990,
LO,766803G,,ADELINE STEPHEN,FGUF,228929000,FISHING,17.52,61.04,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/04/1990,
YE,425386B,,ARGENTARIO,FGPE,228975000,FISHING,20.4,153.26,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,31/05/1990,
BR,721870S,,AR MEN,FG9236,227590030,FISHING,11.98,27.53,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,31/05/1990,
